"schema_version","phase","family","target","chain","pid","recorded_at_utc","git_commit","expected_git_commit","git_dirty","runtime_package_path","runtime_package_version","runtime_attestation","runtime_attestation_schema","source_tree_digest","runtime_package_tree_digest","failed_gates","snapshot_pass","git_commit_available","git_status_available","expected_git_commit_match","provenance_complete","reproducibility_eligible","runtime_package_available","runtime_attestation_available","runtime_attestation_match","source_archive_verified","source_archive_tree_match","source_package_verified","source_package_archive_match","build_evidence_verified","install_evidence_verified","runtime_lineage_marker_match","runtime_install_receipt_match","source_archive_isolated_from_source","source_checkout_unchanged","runtime_isolated_from_source","runtime_source_match","runtime_provenance_complete"
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","fit_recorded","fixed_design","RQR",4,3961654,"2026-08-04 22:51:26 UTC","99a088fbdd7c3f3ed18f99197294038f62dbfe41","99a088fbdd7c3f3ed18f99197294038f62dbfe41",FALSE,"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/library/rqrgibbs","0.1.0.9030","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/attestations/rqrgibbs_99a088fbdd7c3f3ed18f99197294038f62dbfe41.rds","rqrgibbs_runtime_attestation/5.0.0","f528ede72a87ef4ac302983bad8d080b64a4d3f0","c5a0cbffb384b777af873dfadae77d6a0909af6387c9f6ca001147f6ded568c9",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","worker_exit","fixed_design","RQR",4,3961654,"2026-08-04 22:51:30 UTC","99a088fbdd7c3f3ed18f99197294038f62dbfe41","99a088fbdd7c3f3ed18f99197294038f62dbfe41",FALSE,"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/library/rqrgibbs","0.1.0.9030","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/attestations/rqrgibbs_99a088fbdd7c3f3ed18f99197294038f62dbfe41.rds","rqrgibbs_runtime_attestation/5.0.0","f528ede72a87ef4ac302983bad8d080b64a4d3f0","c5a0cbffb384b777af873dfadae77d6a0909af6387c9f6ca001147f6ded568c9",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","worker_entry","fixed_design","ET",1,1659101,"2026-08-05 00:20:30 UTC","99a088fbdd7c3f3ed18f99197294038f62dbfe41","99a088fbdd7c3f3ed18f99197294038f62dbfe41",FALSE,"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/library/rqrgibbs","0.1.0.9030","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/attestations/rqrgibbs_99a088fbdd7c3f3ed18f99197294038f62dbfe41.rds","rqrgibbs_runtime_attestation/5.0.0","f528ede72a87ef4ac302983bad8d080b64a4d3f0","c5a0cbffb384b777af873dfadae77d6a0909af6387c9f6ca001147f6ded568c9",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","fit_recorded","fixed_design","ET",1,1659101,"2026-08-05 00:22:27 UTC","99a088fbdd7c3f3ed18f99197294038f62dbfe41","99a088fbdd7c3f3ed18f99197294038f62dbfe41",FALSE,"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/library/rqrgibbs","0.1.0.9030","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/attestations/rqrgibbs_99a088fbdd7c3f3ed18f99197294038f62dbfe41.rds","rqrgibbs_runtime_attestation/5.0.0","f528ede72a87ef4ac302983bad8d080b64a4d3f0","c5a0cbffb384b777af873dfadae77d6a0909af6387c9f6ca001147f6ded568c9",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","worker_exit","fixed_design","ET",1,1659101,"2026-08-05 00:22:32 UTC","99a088fbdd7c3f3ed18f99197294038f62dbfe41","99a088fbdd7c3f3ed18f99197294038f62dbfe41",FALSE,"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/library/rqrgibbs","0.1.0.9030","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/attestations/rqrgibbs_99a088fbdd7c3f3ed18f99197294038f62dbfe41.rds","rqrgibbs_runtime_attestation/5.0.0","f528ede72a87ef4ac302983bad8d080b64a4d3f0","c5a0cbffb384b777af873dfadae77d6a0909af6387c9f6ca001147f6ded568c9",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","worker_entry","fixed_design","ET",2,1659102,"2026-08-05 00:20:30 UTC","99a088fbdd7c3f3ed18f99197294038f62dbfe41","99a088fbdd7c3f3ed18f99197294038f62dbfe41",FALSE,"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/library/rqrgibbs","0.1.0.9030","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/attestations/rqrgibbs_99a088fbdd7c3f3ed18f99197294038f62dbfe41.rds","rqrgibbs_runtime_attestation/5.0.0","f528ede72a87ef4ac302983bad8d080b64a4d3f0","c5a0cbffb384b777af873dfadae77d6a0909af6387c9f6ca001147f6ded568c9",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","fit_recorded","fixed_design","ET",2,1659102,"2026-08-05 00:22:15 UTC","99a088fbdd7c3f3ed18f99197294038f62dbfe41","99a088fbdd7c3f3ed18f99197294038f62dbfe41",FALSE,"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/library/rqrgibbs","0.1.0.9030","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/attestations/rqrgibbs_99a088fbdd7c3f3ed18f99197294038f62dbfe41.rds","rqrgibbs_runtime_attestation/5.0.0","f528ede72a87ef4ac302983bad8d080b64a4d3f0","c5a0cbffb384b777af873dfadae77d6a0909af6387c9f6ca001147f6ded568c9",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","worker_exit","fixed_design","ET",2,1659102,"2026-08-05 00:22:19 UTC","99a088fbdd7c3f3ed18f99197294038f62dbfe41","99a088fbdd7c3f3ed18f99197294038f62dbfe41",FALSE,"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/library/rqrgibbs","0.1.0.9030","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/attestations/rqrgibbs_99a088fbdd7c3f3ed18f99197294038f62dbfe41.rds","rqrgibbs_runtime_attestation/5.0.0","f528ede72a87ef4ac302983bad8d080b64a4d3f0","c5a0cbffb384b777af873dfadae77d6a0909af6387c9f6ca001147f6ded568c9",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","worker_entry","fixed_design","ET",3,1672566,"2026-08-05 00:22:39 UTC","99a088fbdd7c3f3ed18f99197294038f62dbfe41","99a088fbdd7c3f3ed18f99197294038f62dbfe41",FALSE,"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/library/rqrgibbs","0.1.0.9030","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/attestations/rqrgibbs_99a088fbdd7c3f3ed18f99197294038f62dbfe41.rds","rqrgibbs_runtime_attestation/5.0.0","f528ede72a87ef4ac302983bad8d080b64a4d3f0","c5a0cbffb384b777af873dfadae77d6a0909af6387c9f6ca001147f6ded568c9",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","fit_recorded","fixed_design","ET",3,1672566,"2026-08-05 00:24:25 UTC","99a088fbdd7c3f3ed18f99197294038f62dbfe41","99a088fbdd7c3f3ed18f99197294038f62dbfe41",FALSE,"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/library/rqrgibbs","0.1.0.9030","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/attestations/rqrgibbs_99a088fbdd7c3f3ed18f99197294038f62dbfe41.rds","rqrgibbs_runtime_attestation/5.0.0","f528ede72a87ef4ac302983bad8d080b64a4d3f0","c5a0cbffb384b777af873dfadae77d6a0909af6387c9f6ca001147f6ded568c9",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","worker_exit","fixed_design","ET",3,1672566,"2026-08-05 00:24:29 UTC","99a088fbdd7c3f3ed18f99197294038f62dbfe41","99a088fbdd7c3f3ed18f99197294038f62dbfe41",FALSE,"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/library/rqrgibbs","0.1.0.9030","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/attestations/rqrgibbs_99a088fbdd7c3f3ed18f99197294038f62dbfe41.rds","rqrgibbs_runtime_attestation/5.0.0","f528ede72a87ef4ac302983bad8d080b64a4d3f0","c5a0cbffb384b777af873dfadae77d6a0909af6387c9f6ca001147f6ded568c9",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","worker_entry","fixed_design","ET",4,1672567,"2026-08-05 00:22:39 UTC","99a088fbdd7c3f3ed18f99197294038f62dbfe41","99a088fbdd7c3f3ed18f99197294038f62dbfe41",FALSE,"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/library/rqrgibbs","0.1.0.9030","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/attestations/rqrgibbs_99a088fbdd7c3f3ed18f99197294038f62dbfe41.rds","rqrgibbs_runtime_attestation/5.0.0","f528ede72a87ef4ac302983bad8d080b64a4d3f0","c5a0cbffb384b777af873dfadae77d6a0909af6387c9f6ca001147f6ded568c9",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","fit_recorded","fixed_design","ET",4,1672567,"2026-08-05 00:24:35 UTC","99a088fbdd7c3f3ed18f99197294038f62dbfe41","99a088fbdd7c3f3ed18f99197294038f62dbfe41",FALSE,"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/library/rqrgibbs","0.1.0.9030","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/attestations/rqrgibbs_99a088fbdd7c3f3ed18f99197294038f62dbfe41.rds","rqrgibbs_runtime_attestation/5.0.0","f528ede72a87ef4ac302983bad8d080b64a4d3f0","c5a0cbffb384b777af873dfadae77d6a0909af6387c9f6ca001147f6ded568c9",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","worker_exit","fixed_design","ET",4,1672567,"2026-08-05 00:24:40 UTC","99a088fbdd7c3f3ed18f99197294038f62dbfe41","99a088fbdd7c3f3ed18f99197294038f62dbfe41",FALSE,"/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/library/rqrgibbs","0.1.0.9030","/data/muscat_data/jaguir26/.rqr_gibbs_worktrees/.rqr_gibbs_primary_runtime/99a088fbdd7c3f3ed18f99197294038f62dbfe41/attestations/rqrgibbs_99a088fbdd7c3f3ed18f99197294038f62dbfe41.rds","rqrgibbs_runtime_attestation/5.0.0","f528ede72a87ef4ac302983bad8d080b64a4d3f0","c5a0cbffb384b777af873dfadae77d6a0909af6387c9f6ca001147f6ded568c9",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
